path,chapters,purpose,status
examples/multi-speaker-podcast/job.yaml,6;13;15;16;19,Adaptable source-format example,implemented
examples/pipeline-repair/README.md,19,Missing-caption failure and exact resume exercise,implemented
examples/pipeline-repair/broken.yaml,19,Missing-caption failure and exact resume exercise,implemented
examples/pipeline-repair/fixed.yaml,19,Missing-caption failure and exact resume exercise,implemented
examples/podcast-multitrack/README.md,6;13;15;16;19,Adaptable source-format example,implemented
examples/podcast/README.md,6;13;15;16;19,Adaptable source-format example,implemented
examples/podcast/job.yaml,6;13;15;16;19,Adaptable source-format example,implemented
examples/portfolio-practice/README.md,3,Original portfolio recording exercises,implemented
examples/resolve-layouts/README.md,7;8;9;10,Manual editing example,implemented
examples/resolve-sample/README.md,7;8;9;10,Manual editing example,implemented
examples/resolve-sample/expected/manual-output-spec.md,7;8;9;10,Manual editing example,implemented
examples/resolve-sample/expected/rough-cut-spec.md,7;8;9;10,Manual editing example,implemented
examples/resolve-sample/paper-edit.md,7;8;9;10,Manual editing example,implemented
examples/sample-project/README.md,6;13;15;16;19,Adaptable source-format example,implemented
examples/transcript-review/sample.srt,6;13;15;16;19,Adaptable source-format example,implemented
examples/transcript-review/sample.vtt,6;13;15;16;19,Adaptable source-format example,implemented
examples/transcript-review/segments.json,6;13;15;16;19,Adaptable source-format example,implemented
examples/youtube-video/README.md,6;13;15;16;19,Adaptable source-format example,implemented
examples/youtube-video/job.yaml,6;13;15;16;19,Adaptable source-format example,implemented
prompts/ai-result-critic.md,11;12;13,AI editing and packaging prompt,documented
prompts/candidate-analysis.md,11;12;13,AI editing and packaging prompt,documented
prompts/caption-cleanup.md,11;12;13,AI editing and packaging prompt,documented
prompts/claude/clock-repair-task.md,18,Claude Code task or review prompt,documented
prompts/claude/task-contract.md,18,Claude Code task or review prompt,documented
prompts/claude/verification-report.md,18,Claude Code task or review prompt,documented
prompts/codex/clip-plan-task.md,17,Codex task or review prompt,documented
prompts/codex/task-contract.md,17,Codex task or review prompt,documented
prompts/codex/verification-report.md,17,Codex task or review prompt,documented
prompts/context-critic.md,11;12;13,AI editing and packaging prompt,documented
prompts/hook-options.md,11;12;13,AI editing and packaging prompt,documented
prompts/repair-clip-slate.md,13,Source-grounded slate repair prompt,documented
prompts/source-to-clip-plan.md,11;12;13,AI editing and packaging prompt,documented
prompts/title-description.md,11;12;13,AI editing and packaging prompt,documented
prompts/transcript-analysis.md,11;12;13,AI editing and packaging prompt,documented
prompts/viral-moment-scoring.md,11;12;13,AI editing and packaging prompt,documented
prompts/visual-ideas.md,11;12;13,AI editing and packaging prompt,documented
pyproject.toml,14;Resource Pack,"Repository orientation, configuration, or support file",implemented
schemas/batch-manifest.schema.json,11;13;16;19,Structured data reference,implemented
schemas/candidate.schema.json,11;13;16;19,Structured data reference,implemented
schemas/job.schema.json,11;13;16;19,Structured data reference,implemented
schemas/media-probe.schema.json,11;13;16;19,Structured data reference,implemented
schemas/qc-result.schema.json,11;13;16;19,Structured data reference,implemented
schemas/render-manifest.schema.json,11;13;16;19,Structured data reference,implemented
schemas/source-manifest.schema.json,11;13;16;19,Structured data reference,implemented
schemas/transcript.schema.json,11;13;16;19,Structured data reference,implemented
scripts/build_repository_manifest.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clean_work.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/__init__.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/audio.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/audit_brand.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/batch.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/captions.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/compare_candidates.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/concat.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/cut.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/layout.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/package.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/probe.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/reframe.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/retrieve.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/transcribe.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/validate_package.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/validate_transcript.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/clipkit/vertical.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/generate_fixtures.py,14;15;16;17;18;19,Runnable wrapper or maintenance script,implemented
scripts/hooks/validate_output_root.py,18,Claude Code hook example,implemented
src/clipkit/__init__.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/__main__.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/batch.py,16;26,Batch code,implemented
src/clipkit/candidates.py,11;13,Candidate validation and scoring code,implemented
src/clipkit/captions.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/cli.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/doctor.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/errors.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/fingerprint.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/io.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/media.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/operations.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/package.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/pipeline.py,19,Pipeline code,implemented
src/clipkit/process.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/project.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/qc.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/render.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/retrieve.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/settings.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/subtitle_raster.py,14;15;16;19,Clipkit implementation,implemented
src/clipkit/transcript.py,11;16,Transcription code,implemented
templates/agent-run-manifest.yaml,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/ai-correction-log.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/ai-cost-recheck.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/ai-output-review.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/ai-release-checklist.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/ai-tool-scorecard.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/analytics-decision-sheet.md,25,Twenty-minute goal-based analytics review,documented
templates/audience-brief.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/audio-only-visual-plan.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/audio-qc.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/automation-labor-audit.md,27,Measure work before handing it off,documented
templates/batch-manifest.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/brand-kit.yaml,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/business-case-transfer.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/business/agency-raci.csv,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/beginner-price-sheet.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/campaign-due-diligence.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/capacity-model.csv,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/capacity-pricing.csv,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/change-order.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/contingency-plan.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/creator-style-card.md,26;27,Repeatable creator-specific style handoff,documented
templates/business/disclosure-log.csv,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/discovery-agenda.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/editor-paid-test.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/extra-income-ledger.csv,23,Separate pending confirmed and received affiliate amounts,documented
templates/business/job-time-log.csv,20;24;27,Full job time accounting,documented
templates/business/multi-creator-week.csv,26,Three-creator weekly capacity exercise,documented
templates/business/offboarding.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/offer-spec.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/outreach-scripts.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/payment-tracker.csv,20;22;24,Invoice and cash collection record,documented
templates/business/portfolio-builder.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/posting-service-sheet.csv,22,Separate edited files from account placements,documented
templates/business/proposal-sow.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/prospect-scorecard.csv,21,Four-point prospect fit check,documented
templates/business/retainer-spec.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/revenue-model-comparison.csv,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/seven-day-client-search.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/business/small-team-handoff.md,24,Small-team weekly handoff,documented
templates/business/team-trial-log.csv,27,Paid task trial and owner review-time log,documented
templates/business/theme-page-test.csv,23,Six-post niche page exercise,documented
templates/business/thirty-day-income-plan.md,20;21;22;23;24;26;27,Business worksheet,documented
templates/candidate-record.schema.json,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/candidate-slate.csv,4;11;13,Checked clip list,documented
templates/caption-qc.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/caption-retime-exercise.csv,16,Internal-cut subtitle timing arithmetic,documented
templates/case-claim-audit.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/case-comparison.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/case-study-framework.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/claim-evidence-ladder.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/clip-beat-sheet.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/clip-experiment-log.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/command-planning.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/content-calendar.csv,13;25,Posting calendar,documented
templates/content-pillars.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/crop-shot-list.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/delivery-spec.yaml,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/destinations/generic-vertical.json,19;25,Output packaging specification,documented
templates/disclosure-checklist.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/edit-decision-log.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/exception-log.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/experiment-backlog.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/export-manifest.json,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/failure-triage.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/ffmpeg-cut-sheet.csv,15,Source clock and duration worksheet,documented
templates/final-playback-review.md,1;10;19;27,Playback checklist,documented
templates/first-week-plan.md,3,First-week practice plan,documented
templates/glossary.csv,Resource Pack,Plain-English terms,documented
templates/goal-metric-map.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/hook-integrity-check.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/human-approval.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/job.yaml,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/layout-review-checklist.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/listening-spot-check-plan.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/live-verification.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/metric-definition-sheet.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/mini-portfolio.md,3;21,Starter portfolio,documented
templates/moment-finder.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/moment-scorecard.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/niche-scorecard.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/niche-source-inventory.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/opportunity-path-scorecard.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/page-positioning-canvas.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/page-study-sheet.csv,6,Study page formats,documented
templates/paper-edit.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/performance-postmortem.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/permission-record.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/platform-recheck-log.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/platform-source-matrix.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/podcast-intake-checklist.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/preflight-interpretation.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/printable-master-checklist.md,1;19;Resource Pack,Printable workflow checklist,documented
templates/publish-record.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/resolve/backup-checklist.md,7;8;9;10,Resolve workflow reference,documented
templates/resolve/bin-map.md,7;8;9;10,Resolve workflow reference,documented
templates/resolve/layout-presets-spec.md,7;8;9;10,Resolve workflow reference,documented
templates/resolve/project-settings.md,7;8;9;10,Resolve workflow reference,documented
templates/resolve/shortcuts.csv,7;8;9;10,Resolve workflow reference,documented
templates/review-notes.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/rights-log.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/slate-repair.md,13,Repair unsupported or duplicate clip ideas,documented
templates/source-handoff.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/source-intake-manifest.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/source-rights-intake.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/speaker-map.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/speaker-roster.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/stream-event-sheet.csv,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/transcript-check-log.csv,11,Two-pass transcript correction log,documented
templates/transcript-review-checklist.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/vod-context-notes.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
templates/weekly-review.md,3;4;6;10;13;19;25;26;27,Reusable editing or production worksheet,documented
tests/conftest.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_agent_change_contract.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_audio.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_batch.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_batch_resume.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_book_addon_labs.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_book_commands.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_brand_audit.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_candidate_compare.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_candidates.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_caption_readability.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_captions.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_captions_and_transcript.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_cli.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_clip_plan_reference.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_cut.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_ffmpeg_documented_patterns.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_filename_reference.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_hooks.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_io_and_project.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_media_commands.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_multi_creator_batch.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_packages.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_pipeline_e2e.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_pipeline_repair_example.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_probe.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_reframe.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_repository_manifest.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_resume.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_scorecard_template.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
tests/test_transcript_pipeline.py,14;15;16;17;18;19,Automated test source; run suite for results,test source; execution recorded separately
uv.lock,14;Resource Pack,"Repository orientation, configuration, or support file",implemented
